                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    395,                0.44589,                 1.1534,                0.30654,                0.31807,                0.87547,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.51844,                0.58007,                0.25041,                0.25641,                 0.6802,             0.00044372,             0.00044372,             0.00044372
                    396,                0.44506,                 1.2228,                0.32936,                0.30803,                0.87894,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.52136,                0.64837,                0.25116,                0.26784,                0.67823,             0.00043976,             0.00043976,             0.00043976
                    397,                0.47182,                 1.1952,                0.32036,                0.32604,                0.83585,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.51918,                0.64442,                0.25183,                0.26017,                0.67349,              0.0004358,              0.0004358,              0.0004358
                    398,                0.45592,                 1.0699,                0.28189,                0.29053,                0.86753,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.50169,                0.62071,                0.25243,                0.26483,                0.66493,             0.00043184,             0.00043184,             0.00043184
                    399,                0.42115,                 0.9835,                0.31342,                0.28115,                0.84574,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                 0.5227,                 0.6161,                 0.2537,                0.26719,                0.68475,             0.00042788,             0.00042788,             0.00042788
                    400,                0.45309,                 1.1855,                0.33119,                0.29395,                0.84272,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.57531,                 0.6013,                0.25373,                0.26569,                0.70828,             0.00042392,             0.00042392,             0.00042392
                    401,                0.48954,                  1.464,                0.31705,                0.31338,                0.84307,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.57586,                0.57502,                0.25271,                0.26262,                 0.7112,             0.00041996,             0.00041996,             0.00041996
                    402,                0.43928,                 1.2118,                0.31689,                0.30414,                0.85446,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.54926,                0.55855,                0.24964,                 0.2759,                0.70382,               0.000416,               0.000416,               0.000416
                    403,                0.49382,                 1.1447,                0.30856,                0.32553,                0.87046,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.46973,                0.54136,                0.25232,                 0.2995,                0.67077,             0.00041204,             0.00041204,             0.00041204
                    404,                0.46205,                 1.3104,                0.33348,                0.33377,                 0.8905,                0.98618,                      1,                  0.995,                0.91496,                0.98618,                      1,                  0.995,                0.83492,                 0.4799,                0.62141,                 0.2589,                0.31201,                0.66781,             0.00040808,             0.00040808,             0.00040808
                    405,                0.44491,                 1.0466,                0.30639,                0.29422,                0.84022,                0.98591,                      1,                  0.995,                 0.9133,                0.98591,                      1,                  0.995,                 0.8316,                0.48189,                 0.6606,                0.26353,                0.28474,                0.67284,             0.00040412,             0.00040412,             0.00040412
                    406,                0.45437,                 1.0984,                0.29996,                0.30539,                0.86746,                0.98596,                      1,                  0.995,                 0.8955,                0.98596,                      1,                  0.995,                0.82662,                0.46763,                0.66163,                0.26253,                0.24446,                0.67007,             0.00040016,             0.00040016,             0.00040016
                    407,                0.42322,                 1.1477,                0.28272,                0.28889,                0.83727,                0.98602,                      1,                  0.995,                 0.8955,                0.98602,                      1,                  0.995,                0.86105,                0.46065,                  0.633,                0.25967,                 0.2082,                0.66734,              0.0003962,              0.0003962,              0.0003962
                    408,                0.43519,                 1.4375,                0.31044,                 0.2977,                0.85237,                  0.986,                      1,                  0.995,                 0.9114,                  0.986,                      1,                  0.995,                0.86105,                0.52606,                0.63044,                0.25737,                0.24205,                0.67668,             0.00039224,             0.00039224,             0.00039224
                    409,                0.44467,                 1.2642,                0.30108,                0.31088,                0.86077,                0.98583,                      1,                  0.995,                 0.9114,                0.98583,                      1,                  0.995,                0.86105,                 0.5506,                0.62879,                0.25664,                0.22683,                0.68818,             0.00038828,             0.00038828,             0.00038828
                    410,                0.44218,                  1.072,                0.33829,                0.28859,                0.82019,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.51522,                0.63981,                0.25717,                0.23531,                0.67586,             0.00038432,             0.00038432,             0.00038432
                    411,                0.44614,                 1.0184,                0.30787,                0.28679,                   0.81,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.82983,                0.43352,                0.62359,                0.25566,                0.19416,                0.66748,             0.00038036,             0.00038036,             0.00038036
                    412,                0.49138,                 1.1445,                0.34852,                0.31717,                0.84349,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.84044,                0.43013,                0.58581,                0.25546,                0.22076,                0.66911,              0.0003764,              0.0003764,              0.0003764
                    413,                0.36643,                 0.8457,                0.24026,                0.42645,                0.72478,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.87377,                0.44145,                0.57932,                0.25522,                0.23129,                0.66888,             0.00037244,             0.00037244,             0.00037244
                    414,                0.49054,                 1.0088,                0.28355,                0.32535,                0.87473,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.82983,                0.43193,                0.58301,                0.25803,                0.24327,                0.67357,             0.00036848,             0.00036848,             0.00036848
                    415,                0.44986,                 1.2419,                0.30187,                0.29368,                0.84428,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.82983,                0.37669,                0.60127,                 0.2565,                0.21468,                0.66021,             0.00036452,             0.00036452,             0.00036452
                    416,                0.37525,                0.79785,                0.26322,                0.27629,                0.71851,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.88494,                0.35213,                0.56566,                0.25455,                0.19775,                0.64496,             0.00036056,             0.00036056,             0.00036056
                    417,                0.39408,                 1.2302,                0.31715,                0.43408,                0.84374,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.88494,                0.35269,                0.54455,                0.25186,                0.20579,                 0.6415,              0.0003566,              0.0003566,              0.0003566
                    418,                0.40364,                 1.2154,                0.30781,                0.28591,                0.83498,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.91772,                 0.3695,                0.54597,                0.24904,                0.22955,                0.64695,             0.00035264,             0.00035264,             0.00035264
                    419,                0.47143,                    1.1,                0.29064,                0.30597,                0.86492,                      1,                      1,                  0.995,                0.95105,                      1,                      1,                  0.995,                0.88494,                0.41184,                0.57471,                0.24891,                0.23001,                0.65777,             0.00034868,             0.00034868,             0.00034868
                    420,                0.44354,                 1.0858,                0.29619,                0.29984,                 0.8599,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.88494,                0.42087,                0.53981,                0.24841,                0.22853,                0.65391,             0.00034472,             0.00034472,             0.00034472
                    421,                0.45554,                 1.0919,                0.31626,                 0.2898,                0.85809,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.88494,                0.40088,                0.55098,                0.24958,                0.24154,                0.64448,             0.00034076,             0.00034076,             0.00034076
                    422,                0.41629,                0.99533,                0.33897,                0.27743,                0.85239,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.88494,                0.38944,                0.60831,                0.25333,                0.26968,                0.64263,              0.0003368,              0.0003368,              0.0003368
                    423,                0.49716,                 1.3437,                0.27295,                0.33489,                0.88434,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.88494,                0.38454,                0.58946,                0.25289,                0.23753,                0.64921,             0.00033284,             0.00033284,             0.00033284
                    424,                0.40827,                 1.2948,                0.36614,                0.30096,                0.82547,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.84044,                0.37011,                0.60721,                 0.2552,                0.18889,                0.64951,             0.00032888,             0.00032888,             0.00032888
                    425,                0.42958,                 1.0423,                0.32487,                0.27898,                0.83034,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.38617,                0.61766,                0.25486,                0.20162,                0.65564,             0.00032492,             0.00032492,             0.00032492
                    426,                0.43311,                 1.1462,                0.31433,                0.31474,                0.85006,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.41153,                0.58261,                0.25007,                0.20449,                0.66747,             0.00032096,             0.00032096,             0.00032096
                    427,                0.43205,                 1.1736,                0.31978,                0.29259,                0.83267,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.44505,                0.53717,                0.24807,                0.20699,                0.67833,               0.000317,               0.000317,               0.000317
                    428,                0.41015,                 1.0473,                0.29844,                0.29751,                0.82913,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                 0.4705,                0.54267,                0.24635,                0.22349,                0.68533,             0.00031304,             0.00031304,             0.00031304
                    429,                0.45256,                 1.2613,                0.31126,                0.30099,                0.84541,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.46833,                0.55649,                0.24524,                0.23328,                0.68102,             0.00030908,             0.00030908,             0.00030908
                    430,                0.44554,                 1.0257,                0.28823,                0.29182,                0.84662,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.44745,                0.58596,                0.25083,                 0.2373,                0.67628,             0.00030512,             0.00030512,             0.00030512
                    431,                0.41525,                 1.3072,                0.34223,                0.28819,                0.86374,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.43654,                0.55803,                0.24949,                0.23146,                0.67868,             0.00030116,             0.00030116,             0.00030116
                    432,                 0.4761,                 1.4895,                0.33268,                0.31524,                0.86615,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.43931,                0.57261,                0.24612,                0.22871,                0.67568,              0.0002972,              0.0002972,              0.0002972
                    433,                0.45376,                0.99389,                0.32221,                0.30978,                0.84643,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                  0.444,                0.59125,                0.24683,                0.22656,                0.67606,             0.00029324,             0.00029324,             0.00029324
                    434,                0.47258,                 1.2848,                0.29384,                0.30058,                0.87825,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87377,                0.44815,                0.56429,                 0.2472,                0.23206,                0.67108,             0.00028928,             0.00028928,             0.00028928
                    435,                0.43644,                0.94799,                0.32047,                  0.287,                0.83148,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87377,                 0.4113,                0.55768,                0.24812,                0.22279,                0.66825,             0.00028532,             0.00028532,             0.00028532
                    436,                0.42159,                0.97238,                0.29802,                0.28083,                0.83096,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.87377,                 0.4355,                0.55578,                0.24787,                 0.2144,                0.66668,             0.00028136,             0.00028136,             0.00028136
                    437,                0.42665,                 1.0467,                0.33728,                0.29778,                0.88336,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.45596,                0.55976,                 0.2473,                0.21331,                0.67455,              0.0002774,              0.0002774,              0.0002774
                    438,                0.42816,                 1.1694,                0.29889,                0.28941,                0.84452,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.45635,                0.55606,                0.24924,                0.21822,                0.67216,             0.00027344,             0.00027344,             0.00027344
                    439,                0.38913,                 1.1818,                0.28029,                 0.2783,                0.84182,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.44437,                0.56458,                0.25284,                0.21842,                 0.6743,             0.00026948,             0.00026948,             0.00026948
                    440,                0.42092,                 1.2114,                0.32536,                0.29905,                0.84648,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.47353,                0.54895,                0.25026,                0.22126,                0.67999,             0.00026552,             0.00026552,             0.00026552
                    441,                0.44764,                0.87242,                0.27174,                 0.2997,                0.83204,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.46788,                 0.5476,                 0.2478,                0.22372,                0.68257,             0.00026156,             0.00026156,             0.00026156
                    442,                0.45062,                 1.0688,                0.30937,                0.29803,                 0.8425,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.47756,                0.56565,                0.24507,                0.22611,                0.68829,              0.0002576,              0.0002576,              0.0002576
                    443,                0.43965,                 1.1131,                 0.3318,                0.30303,                0.83711,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.50385,                0.57621,                0.24396,                0.23549,                0.69409,             0.00025364,             0.00025364,             0.00025364
                    444,                0.44056,                 1.4023,                0.28116,                0.31293,                0.88635,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.49374,                0.59751,                0.24439,                0.22658,                0.69447,             0.00024968,             0.00024968,             0.00024968
                    445,                0.41837,                  1.097,                0.30198,                0.28147,                0.85762,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.49801,                0.60576,                0.24502,                0.23775,                0.69176,             0.00024572,             0.00024572,             0.00024572
                    446,                0.42797,                 1.1021,                0.31772,                0.28831,                0.85092,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.51412,                0.62467,                0.24594,                0.25015,                0.68553,             0.00024176,             0.00024176,             0.00024176
                    447,                0.43139,                 1.0837,                0.31494,                0.28711,                0.84007,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                 0.4705,                0.59721,                0.24825,                0.25171,                0.67441,              0.0002378,              0.0002378,              0.0002378
                    448,                0.40931,                 1.2858,                0.32457,                0.28136,                0.86136,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.87377,                0.39602,                0.57296,                0.25279,                0.21717,                0.65727,             0.00023384,             0.00023384,             0.00023384
                    449,                0.40375,                0.78228,                0.28281,                0.28827,                0.84997,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.38981,                0.56702,                0.25395,                0.22016,                0.65589,             0.00022988,             0.00022988,             0.00022988
                    450,                0.40426,                 1.0582,                0.30303,                0.27111,                0.83379,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.40188,                0.55026,                0.25392,                0.22796,                0.66308,             0.00022592,             0.00022592,             0.00022592
                    451,                0.37669,                 1.1178,                0.27233,                0.27405,                0.85479,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87936,                 0.4039,                0.54107,                0.25122,                 0.2109,                0.66669,             0.00022196,             0.00022196,             0.00022196
                    452,                0.41803,                0.87065,                0.31573,                0.27795,                0.82394,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.38527,                 0.5518,                0.24974,                0.20554,                0.66127,               0.000218,               0.000218,               0.000218
                    453,                 0.4171,                 1.1401,                0.28761,                0.28264,                0.84481,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87936,                0.38905,                0.55855,                0.24935,                0.18836,                0.65992,             0.00021404,             0.00021404,             0.00021404
                    454,                0.44566,                 1.0214,                0.30379,                0.29373,                0.84806,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87936,                 0.4143,                0.54302,                0.24782,                 0.2062,                0.66624,             0.00021008,             0.00021008,             0.00021008
                    455,                0.39462,                 1.0516,                0.28064,                0.28225,                0.85961,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87936,                0.46527,                0.52485,                 0.2456,                0.25655,                0.68199,             0.00020612,             0.00020612,             0.00020612
                    456,                0.39217,                0.83372,                0.30036,                0.27389,                0.84405,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87936,                0.43891,                0.53489,                0.24988,                0.23087,                 0.6842,             0.00020216,             0.00020216,             0.00020216
                    457,                0.43893,                 1.1089,                 0.2891,                0.29006,                0.84598,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87936,                0.42258,                0.54033,                0.25026,                 0.2302,                0.68347,              0.0001982,              0.0001982,              0.0001982
                    458,                0.36611,                 1.0987,                0.30762,                0.27647,                0.83423,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.42642,                 0.5696,                0.25069,                0.22382,                0.68319,             0.00019424,             0.00019424,             0.00019424
                    459,                0.48948,                 1.6232,                0.29491,                0.29348,                0.92477,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.90728,                0.41109,                 0.5935,                 0.2491,                0.21625,                0.68448,             0.00019028,             0.00019028,             0.00019028
                    460,                0.46096,                0.74818,                0.29709,                0.28413,                0.85794,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.90728,                 0.4476,                0.59158,                0.24568,                0.22608,                0.69305,             0.00018632,             0.00018632,             0.00018632
                    461,                0.39309,                 1.0244,                0.28474,                0.27297,                0.83066,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87936,                0.45439,                0.58128,                0.24418,                0.23067,                0.69325,             0.00018236,             0.00018236,             0.00018236
                    462,                0.41106,                0.89168,                 0.2709,                0.27849,                0.82817,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87936,                0.43408,                0.58924,                  0.242,                0.22072,                0.69199,              0.0001784,              0.0001784,              0.0001784
                    463,                0.41072,                0.99165,                0.30851,                0.27699,                 0.8363,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87936,                0.40128,                0.59603,                0.24317,                0.22627,                0.68353,             0.00017444,             0.00017444,             0.00017444
                    464,                0.39351,                 1.0204,                0.30879,                0.27943,                0.83656,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87936,                 0.3658,                0.59137,                0.24669,                0.21988,                0.67356,             0.00017048,             0.00017048,             0.00017048
                    465,                0.40638,                0.92563,                0.30273,                0.26613,                0.84253,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87936,                0.36777,                0.59826,                0.24828,                 0.1988,                0.67041,             0.00016652,             0.00016652,             0.00016652
                    466,                0.45239,                0.88051,                0.28336,                0.28832,                 0.8225,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.85161,                0.36917,                0.60345,                0.24979,                0.19148,                0.66924,             0.00016256,             0.00016256,             0.00016256
                    467,                0.45633,                0.99124,                0.30166,                0.31371,                0.88647,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.36849,                0.60587,                0.24816,                0.20699,                0.66769,              0.0001586,              0.0001586,              0.0001586
                    468,                0.37747,                0.99147,                0.28897,                0.26862,                0.83355,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.38974,                0.60695,                 0.2473,                0.22883,                0.67306,             0.00015464,             0.00015464,             0.00015464
                    469,                0.40485,                 1.1125,                0.32597,                0.28285,                0.84321,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.40207,                0.60403,                0.24704,                0.22771,                0.67551,             0.00015068,             0.00015068,             0.00015068
                    470,                0.37811,                0.93449,                 0.2984,                0.28044,                 0.8318,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.39768,                0.59983,                0.24803,                0.23416,                0.67376,             0.00014672,             0.00014672,             0.00014672
                    471,                0.40585,                0.94484,                0.32284,                  0.277,                0.84851,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.87377,                0.35707,                0.58279,                0.24607,                0.22649,                0.66059,             0.00014276,             0.00014276,             0.00014276
                    472,                0.36543,                0.92001,                0.28136,                0.25792,                0.82211,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.87377,                0.33454,                0.57682,                 0.2494,                0.22109,                0.65693,              0.0001388,              0.0001388,              0.0001388
                    473,                0.39005,                 1.3794,                0.29542,                0.27563,                0.84797,                      1,                      1,                  0.995,                0.96222,                      1,                      1,                  0.995,                0.87377,                0.33906,                0.57166,                0.25039,                0.20808,                0.65973,             0.00013484,             0.00013484,             0.00013484
                    474,                0.36224,                0.90175,                0.27905,                0.25646,                0.82246,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.33692,                0.55466,                0.25126,                0.19806,                0.65971,             0.00013088,             0.00013088,             0.00013088
                    475,                 0.3541,                  1.104,                0.28546,                0.26188,                0.81187,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.35397,                0.54299,                0.25077,                0.21167,                0.66703,             0.00012692,             0.00012692,             0.00012692
                    476,                0.36704,                 1.0989,                0.29079,                0.26773,                0.84042,                      1,                      1,                  0.995,                0.97322,                      1,                      1,                  0.995,                0.87936,                0.33802,                0.54099,                0.25033,                0.19811,                0.66258,             0.00012296,             0.00012296,             0.00012296
                    477,                0.42937,                0.88498,                0.29587,                0.28112,                 0.8372,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.87377,                0.32497,                0.53822,                0.25044,                0.18016,                0.65634,               0.000119,               0.000119,               0.000119
                    478,                0.31962,                0.77176,                0.25973,                0.58394,                0.72342,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.87377,                0.31721,                0.54973,                 0.2506,                0.19184,                0.64712,             0.00011504,             0.00011504,             0.00011504
                    479,                0.37048,                0.85877,                0.31141,                0.26301,                0.84948,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.87377,                0.32173,                 0.5562,                0.24964,                0.18752,                0.65051,             0.00011108,             0.00011108,             0.00011108
                    480,                0.36007,                 1.0136,                0.31531,                0.26243,                0.83953,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.87936,                0.32815,                0.55974,                0.24769,                0.19433,                0.65323,             0.00010712,             0.00010712,             0.00010712
